shortName,fullName,city,companySize,positionName,education,workYear,jobNature,salary,formatCreateTime,address,description
Face++,北京旷视科技有限公司,北京,500-2000人,python高级后端工程师,本科,5-10年,全职,25k-50k,2018-02-08,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_海淀黄庄;10号线_知春里;13号线_五道口," 科技大牛公司 自助三餐 年终多薪 超长带薪假期"
博派通达,北京博派通达科技有限公司,北京,50-150人,Python 高级工程师（模拟请求方向）,本科,1-3年,全职,12K-24K,2018-02-11,5号线_和平西桥;5号线_惠新西街南口;5号线_惠新西街北口;10号线_安贞门;10号线_惠新西街南口," 年底双薪 股票期权 专项奖金 带薪年假"
阳光产险,阳光财产保险股份有限公司,北京,500-2000人,智能工程项目部-Python算法工程师,硕士,1-3年,全职,10k-20k,2018-02-01,," 六险一金 地铁周边 弹性工作 福利好"
达观数据,达而观信息科技（上海）有限公司,北京,50-150人,python后端工程师（北京）,本科,1-3年,全职,10k-18k,2018-02-06,2号线_安定门;2号线_雍和宫;5号线_北新桥;5号线_雍和宫;5号线_和平里北街," 股票期权 扁平管理 领导好 大牛团队"
墨迹天气,北京墨迹风云科技股份有限公司,北京,150-500人,Python 开发工程师,本科,3-5年,全职,20k-35k,2018-02-14,," 五险一金 弹性工作 岗位晋升 帅哥多"
哗啦啦,北京多来点信息技术有限公司,北京,500-2000人,Python后端开发工程师,本科,1-3年,全职,15k-25k,2018-02-11,2号线_车公庄;2号线_西直门;4号线大兴线_新街口;4号线大兴线_西直门;4号线大兴线_动物园;6号线_车公庄;6号线_车公庄西," 技能培训 岗位晋升 领导好 带薪年假"
创新工场AI工程院,创新工场（北京）企业管理股份有限公司,北京,50-150人,python后端高级工程师,本科,3-5年,全职,25k-40k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 绩效奖金 带薪年假 通讯津贴 年终分红"
FIS,北京金城达林医疗科技有限责任公司,北京,15-50人,高级开发（python）,本科,3-5年,全职,15k-30k,2018-01-30,4号线大兴线_枣园;4号线大兴线_高米店南;4号线大兴线_高米店北," 年底双薪 绩效奖金 带薪年假 午餐补助"
省钱快报,北京九州云动科技有限公司,北京,50-150人,Python,本科,1-3年,全职,15k-30k,2018-02-14,2号线_安定门;2号线_雍和宫;5号线_北新桥;5号线_雍和宫;5号线_和平里北街," 技能培训 专项奖金 带薪年假 绩效奖金"
北大医信,北大医疗信息技术有限公司,北京,500-2000人,Python开发工程师,本科,1-3年,全职,6k-12k,2018-02-12,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 技能培训 节日礼物 带薪年假 绩效奖金"
千锋教育,北京千锋互联科技有限公司,北京,500-2000人,Python讲师,本科,3-5年,全职,20k-40k,2018-02-08,8号线_永泰庄," 节日礼物 专项奖金 股票期权 带薪年假"
西贝,内蒙古西贝餐饮连锁有限责任公司,北京,2000人以上,Python开发工程师,大专,1-3年,全职,8K-15K,2018-01-25,5号线_和平西桥;5号线_惠新西街南口;5号线_惠新西街北口;10号线_安贞门;10号线_惠新西街南口;10号线_芍药居;13号线_芍药居;13号线_光熙门,
一起作业网,上海一起作业信息科技有限公司,北京,500-2000人,python后端开发工程师,本科,1-3年,全职,20k-40k,2018-02-13,," 节日礼物 岗位晋升 扁平管理 领导好"
陪我,博瑞天下（北京)科技有限公司,北京,50-150人,python工程师,本科,1-3年,全职,10k-20k,2018-02-09,," 股票期权 扁平管理 美女多 五险一金"
千锋教育,北京千锋互联科技有限公司,北京,500-2000人,python讲师,大专,3-5年,全职,20k-40k,2018-02-08,8号线_永泰庄," 节日礼物 专项奖金 股票期权 带薪年假"
瓜子二手车直卖网,车好多旧机动车经纪(北京)有限公司,北京,2000人以上,瓜子二手车-Python高级开发工程师,本科,3-5年,全职,20k-35k,2018-01-30,13号线_龙泽," 带薪年假 弹性工作 免费班车 美女多"
芥末堆,颉墨（北京）科技有限公司,北京,15-50人,Python数据开发工程师,本科,1-3年,全职,15k-25k,2018-02-11,15号线_北沙滩;15号线_六道口," 年终分红 五险一金 带薪年假 岗位晋升"
首汇焦点,首汇焦点（北京）科技有限公司,北京,150-500人,Python研发工程师（北京）,大专,3-5年,全职,15k-25k,2018-01-29,," 定期体检 午餐补助 弹性工作 节日礼物"
乐飞天下,乐飞天下信息技术(北京)有限公司,北京,15-50人,Python开发工程师,大专,3-5年,全职,15k-25k,2018-01-24,1号线_国贸;1号线_大望路;10号线_国贸;14号线东段_大望路," 技能培训 扁平管理 五险一金 午餐补助"
晶泰科技,深圳晶泰科技有限公司,北京,50-150人,Python后台开发,本科,1-3年,全职,10k-18k,2018-02-10,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 节日礼物 股票期权 岗位晋升 扁平管理"
58到家,北京五八到家信息技术有限公司,北京,2000人以上,中、高级运维研发工程师(Python),本科,1-3年,全职,15k-30k,2018-01-30,5号线_北苑路北;5号线_立水桥南," 节日礼物 技能培训 股票期权 免费班车"
北京人和集团,北京人和易行科技有限公司,北京,150-500人,python(odoo开发工程师),大专,3-5年,全职,15k-30k,2018-01-28,," 员工旅游 提供食宿 培训 绩效奖金"
更美APP,北京完美创意科技有限公司,北京,150-500人,Python后端开发工程师,本科,不限,全职,15k-30k,2018-02-07,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京," 五险一金 带薪年假 定期体检 岗位晋升"
智影,北京源石智影科技有限公司,北京,50-150人,资深云系统后端开发工程师（Python语言）,本科,5-10年,全职,20k-40k,2018-02-05,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸," 专项奖金 股票期权 绩效奖金 年终分红"
京东商城研发部,京东商城-技术研发体系-大数据部,北京,2000人以上,Python,本科,5-10年,全职,30k-50k,2018-02-13,8号线_奥林匹克公园;8号线_森林公园南门;15号线_奥林匹克公园," 年底双薪 绩效奖金 定期体检 五险一金"
Yi+,北京陌上花科技有限公司,北京,15-50人,Python开发工程师（推荐系统）,本科,3-5年,全职,18k-35k,2018-02-11,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 股票期权 岗位晋升 弹性工作 绩效奖金"
巴迪控股,巴迪艾斯（北京）数据科技有限公司,北京,15-50人,Python高级开发工程师,本科,1-3年,全职,15k-20k,2018-02-05,2号线_西直门;4号线大兴线_西直门," 股票期权 带薪年假 交通补助 专项奖金"
有利网,北京弘合柏基金融信息服务有限责任公司,北京,500-2000人,Python,本科,1年以下,全职,8k-16k,2018-01-22,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 岗位晋升 股票期权 绩效奖金 定期体检"
京东金融,京东金融,北京,2000人以上,高级开发工程师-Python/Java/Go,本科,5-10年,全职,25k-45k,2018-02-13,," 供应链金融 消费金融 众筹业务 支付业务"
爱因互动,爱因互动科技发展（北京）有限公司,北京,15-50人,python开发工程师,本科,1-3年,全职,15k-30k,2018-01-23,8号线_安华桥;8号线_北土城;8号线_奥体中心;10号线_健德门;10号线_北土城;10号线_安贞门," 领导好 五险一金 扁平管理 通讯津贴"
聚宽 JoinQuant,北京小龙虾科技有限公司,北京,50-150人,Python系统开发工程师,本科,1-3年,全职,15k-30k,2018-02-12,1号线_永安里;1号线_国贸;10号线_金台夕照;10号线_国贸," 股票期权 带薪年假 扁平管理 定期体检"
颉一软件,广州杰颉软件科技有限公司,北京,15-50人,高级Python后台开发人员,本科,5-10年,全职,25k-30k,2018-02-07,," 股票期权 绩效奖金 带薪年假 弹性工作"
秒秒测科技,秒秒测科技（北京）有限公司,北京,15-50人,高级Python工程师,本科,3-5年,全职,15k-30k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,
美景听听App,美景听听（北京）科技有限公司,北京,15-50人,Python高级开发工程师,本科,1-3年,全职,13K-20K,2018-02-05,2号线_阜成门;2号线_车公庄;6号线_车公庄;6号线_车公庄西," 股票期权 绩效奖金 领导好 弹性工作"
慕课网,北京慕课科技中心,北京,50-150人,Python 讲师,不限,3-5年,兼职,16k-32k,2018-01-25,4号线大兴线_魏公村;4号线大兴线_人民大学;10号线_长春桥," 节日礼物 技能培训 节日礼品卡 月度团建"
百度,百度在线网络技术（北京）有限公司,北京,2000人以上,百度大搜-PHP/python研发工程师,本科,1-3年,全职,15k-30k,2018-02-14,13号线_西二旗;昌平线_西二旗," 股票期权 弹性工作 五险一金 免费班车"
金证股份,深圳市金证科技股份有限公司,北京,2000人以上,python运维开发工程师,本科,1-3年,全职,6k-8k,2018-02-09,4号线大兴线_魏公村;4号线大兴线_人民大学," 激情的团队 股票期权 努力变大牛 有舞台给您跳"
知新树,北京知新树科技有限公司,北京,50-150人,北京-python 讲师,本科,3-5年,全职,15k-25k,2018-02-09,," 专项奖金 绩效奖金 定期体检 弹性工作"
微车,北京步鼎方舟科技有限公司,北京,150-500人,Python架构师,本科,5-10年,全职,30k-35k,2018-02-14,10号线_苏州街;10号线_长春桥;10号线_火器营,
今日头条,北京字节跳动科技有限公司,北京,500-2000人,Python 研发工程师,本科,3-5年,全职,25k-45k,2018-02-14,," 扁平管理 弹性工作 大厨定制三餐 就近租房补贴"
知乎,北京智者天下科技有限公司,北京,150-500人,安全开发工程师（安全方向 Python 开发）,本科,1-3年,全职,15k-30k,2018-02-14,15号线_六道口;15号线_清华东路西口," 年底双薪 股票期权 带薪年假 定期体检"
文脉互动,北京文脉互动科技有限公司,北京,50-150人,Python服务器开发,不限,不限,全职,10k-20k,2018-02-11,14号线东段_望京南," 年底双薪 交通补助 午餐补助 定期体检"
Tesco,天津开发区乐购生活购物有限公司,北京,500-2000人,python开发工程师,本科,1-3年,全职,10k-13k,2018-02-07,14号线东段_将台," """""
奇虎360,北京奇虎科技有限公司,北京,500-2000人,高级Python工程师,本科,3-5年,全职,15k-30k,2018-01-29,14号线东段_望京南;14号线东段_将台," """""
库神,北京库神信息技术有限公司,北京,15-50人,Python高级开发工程师,大专,3-5年,全职,13K-25K,2018-01-22,13号线_上地,
混沌大学,混沌时代（北京）教育科技有限公司,北京,150-500人,Python数据开发工程师,本科,不限,全职,15k-25k,2018-02-02,4号线大兴线_人民大学;4号线大兴线_海淀黄庄;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_大钟寺;13号线_知春路," 弹性工作 扁平管理 领导好 五险一金"
北京八维研修学院,北京八维研修学院,北京,2000人以上,Python讲师,本科,1-3年,全职,15K-25K,2018-01-30,16号线_马连洼,
云腾,上海云腾自动化科技有限公司,北京,50-150人,Python后端开发工程师,本科,3-5年,全职,40k-50k,2018-02-05,13号线_望京西;14号线东段_望京;14号线东段_阜通;15号线_望京;15号线_望京西," 年底双薪 专项奖金 股票期权 带薪年假"
掌阅iReader,掌阅科技（北京）股份有限公司,北京,500-2000人,Python开发（高级、专家）,本科,3-5年,全职,25k-40k,2018-02-05,,
Plum,致美生活（北京）科技有限公司,北京,50-150人,研发工程师-Golang/Python,本科,1-3年,全职,10k-20k,2018-02-09,14号线东段_来广营;14号线东段_东湖渠;15号线_望京东," 股票期权 带薪年假 弹性工作 不打卡"
黑牛保,无锡信成网络科技有限公司,北京,15-50人,Python工程师,本科,3-5年,全职,13k-20k,2018-02-12,亦庄线_万源街;亦庄线_荣京东街;亦庄线_荣昌东街," 扁平管理 弹性工作 绩效奖金 通讯津贴"
中公教育,北京中公教育科技股份有限公司,北京,2000人以上,Python讲师,本科,1-3年,全职,15k-30k,2018-02-07,15号线_六道口," 五险一金 年终奖金 绩效奖金 岗位晋升"
点智互动,北京点智互动信息技术有限公司,北京,150-500人,python研发工程师,本科,1-3年,全职,8k-10k,2018-02-07,4号线大兴线_魏公村;4号线大兴线_人民大学," 绩效奖金 年底双薪 五险一金 通讯津贴"
Kavout,Finanlytics Inc,北京,15-50人,Python 研发工程师,本科,1-3年,全职,16k-32k,2018-01-30,10号线_太阳宫;10号线_三元桥;机场线_三元桥," 技能培训 节日礼物 股票期权 带薪年假"
墨云科技,北京墨云科技有限公司,北京,15-50人,Python后端开发工程师,本科,3-5年,全职,15k-30k,2018-02-16,13号线_上地;13号线_西二旗;昌平线_西二旗," 股票期权 午餐补助 交通补助 领导好"
FreeWheel,飞维美地信息技术（北京）有限公司,北京,500-2000人,资深Java/Python/C#/PHP开发,本科,3-5年,全职,27k-32k,2018-02-12,10号线_亮马桥;14号线东段_东风北桥;14号线东段_枣营," 技能培训 绩效奖金 岗位晋升 领导好"
小睿,北京小睿科技有限公司,北京,50-150人,Python Web开发工程师,本科,1-3年,全职,10k-15k,2018-02-07,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;10号线_金台夕照," 带薪年假 午餐补助 通讯津贴 交通补助"
智影,北京源石智影科技有限公司,北京,50-150人,分布式计算开发工程师（Python语言）,本科,5-10年,全职,20k-40k,2018-02-05,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸," 专项奖金 股票期权 绩效奖金 年终分红"
传智播客,北京传智播客教育科技有限公司,北京,500-2000人,python导师J10091,不限,3-5年,全职,16k-30k,2018-02-02,8号线_育新;13号线_回龙观," 技能培训 绩效奖金 年度旅游 岗位晋升"
北京春笛,北京春笛网络信息技术服务有限公司,北京,15-50人,Python,本科,1-3年,全职,8k-12k,2018-01-29,10号线_知春里;10号线_知春路;10号线_西土城;13号线_大钟寺;13号线_知春路,
传智播客,北京传智播客教育科技有限公司,北京,500-2000人,python导师,大专,1-3年,全职,16k-30k,2018-02-02,8号线_育新;13号线_回龙观," 技能培训 绩效奖金 年度旅游 岗位晋升"
云势软件,云势天下（北京）软件有限公司,北京,50-150人,Python后端工程师,本科,3-5年,全职,15k-20k,2018-02-06,6号线_呼家楼;6号线_东大桥;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼," 年底双薪 专项奖金 绩效奖金 带薪年假"
图森未来,北京图森智途科技有限公司,北京,150-500人,Python后端工程师,不限,不限,全职,11k-20k,2018-02-01,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸," 绩效奖金 弹性工作 五险一金 有力的餐品"
易美健,易思互动（北京）科技有限公司,北京,50-150人,Python工程师,本科,1-3年,全职,9k-18k,2018-02-11,10号线_知春路;13号线_大钟寺;13号线_知春路," 节日礼物 扁平管理 定期体检 五险一金"
爱必投™云灵智链,北京云灵网络科技有限公司,北京,15-50人,Python开发工程师,本科,3-5年,全职,15k-25k,2018-02-08,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸," 年底双薪 专项奖金 股票期权 年终分红"
CDS,北京首都在线科技股份有限公司,北京,150-500人,python研发工程师,本科,5-10年,全职,15k-25k,2018-02-13,," 绩效奖金 通讯津贴 定期体检 带薪年假"
美图公司,厦门美图之家科技有限公司,北京,500-2000人,高级后台工程师-Python（大数据&amp;AI）,本科,3-5年,全职,25k-45k,2018-02-10,," 节日礼物 与大牛共事 福利健全 五险一金"
趣活美食送,北京趣活科技有限公司,北京,2000人以上,Python开发工程师,不限,1-3年,全职,10k-20k,2018-02-05,1号线_四惠东;八通线_四惠东;八通线_高碑店," 绩效奖金 专项奖金 岗位晋升 美女多"
大连信雅达软件有限公司（北京）,大连信雅达软件有限公司,北京,500-2000人,高级python开发工程师,本科,3-5年,全职,8k-15k,2018-02-05,8号线_安德里北街," 技能培训 节日礼物 带薪年假 绩效奖金"
美团点评,上海威烁热能有限公司,北京,2000人以上,Python工程师,本科,3-5年,全职,20k-40k,2018-02-01,15号线_望京东," 年底双薪 股票期权 绩效奖金 带薪年假"
闪银奇异,北京闪银奇异科技有限公司,北京,500-2000人,服务器端 Python 架构师,本科,3-5年,全职,25k-45k,2018-02-08,6号线_呼家楼;10号线_农业展览馆;10号线_团结湖;10号线_呼家楼;14号线东段_枣营;14号线东段_朝阳公园," 13~15薪 晋升空间大 定期体检 能力定薪"
知呱呱,北京知呱呱科技服务有限公司,北京,150-500人,Python后端开发工程师,大专,3-5年,全职,13k-20k,2018-02-05,," 绩效奖金 帅哥多 美女多 节日礼物"
优他动漫,厦门优他动漫科技有限公司,北京,15-50人,python运维,本科,3-5年,全职,10k-20k,2018-02-01,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京," 股票期权 年终分红 绩效奖金 专项奖金"
合金理财,北京合金理财科技有限公司,北京,15-50人,Python开发工程师,本科,1-3年,全职,10k-20k,2018-02-10,4号线大兴线_安河桥北;16号线_马连洼," 午餐补助 带薪年假 股票期权 创业公司"
一土科技,一土(北京)网络科技有限公司,北京,15-50人,Python 开发工程师,不限,3-5年,全职,15k-30k,2018-02-05,14号线东段_将台,
奇虎360,上海步捷电器有限公司,北京,2000人以上,Python高级工程师,本科,3-5年,全职,20k-40k,2018-02-01,14号线东段_望京南;14号线东段_将台," 年底双薪 专项奖金 股票期权 绩效奖金"
数智源,北京数智源科技股份有限公司,北京,150-500人,Python开发工程师,本科,3-5年,全职,13k-26k,2018-02-02,5号线_和平里北街;5号线_和平西桥;5号线_惠新西街南口;10号线_安贞门;10号线_惠新西街南口;13号线_光熙门,
元贞佑方,元贞佑方(北京)科技发展有限公司,北京,50-150人,资深Python/Java开发工程师,本科,3-5年,全职,30K-50K,2018-01-31,," """""
全品学堂,北京全品文教科技股份有限公司,北京,500-2000人,Python开发工程师,本科,3-5年,全职,15k-30k,2018-02-07,10号线_长春桥;10号线_火器营," 股票期权 绩效奖金 带薪年假 年终分红"
途游,在线途游（北京）科技有限公司,北京,150-500人,python游戏服务端开发工程师,本科,不限,全职,15k-30k,2018-02-06,5号线_北苑路北;5号线_立水桥南," 股票期权 专项奖金 五险一金 带薪年假"
陌陌,北京陌陌科技有限公司,北京,500-2000人,Python开发工程师(风控开发方向),本科,1-3年,全职,20k-40k,2018-02-06,," 岗位晋升 帅哥多 管理规范 技能培训"
Dilato,迪原创新（北京）科技有限公司,北京,150-500人,Python开发,本科,3-5年,全职,9k-18k,2018-02-06,13号线_西二旗;昌平线_西二旗," 节日礼物 技能培训 带薪年假 年度旅游"
智慧星光,北京智慧星光信息技术有限公司,北京,500-2000人,初级python工程师,本科,不限,全职,4k-8k,2018-02-13,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 五险一金 带薪年假 生日聚会 团队旅游"
超萌,北京超萌国际文化有限公司,北京,50-150人,Python工程师,本科,1-3年,全职,13k-25k,2018-02-10,13号线_五道口;15号线_清华东路西口," 股票期权 扁平管理 领导好 技术驱动"
致趣广告,上海致趣广告有限公司,北京,50-150人,Python开发,本科,1-3年,全职,8k-15k,2018-01-26,14号线东段_将台;14号线东段_东风北桥," 年底双薪 带薪年假 岗位晋升 技能培训"
北京八维研修学院,北京八维研修学院,北京,2000人以上,Python项目经理,本科,5-10年,全职,18K-25K,2018-01-23,16号线_马连洼,
瓜子二手车直卖网,车好多旧机动车经纪(北京)有限公司,北京,2000人以上,Python运维开发,本科,3-5年,全职,15k-30k,2018-01-30,," 带薪年假 弹性工作 免费班车 美女多"
四通工控,北京四通工控技术有限公司,北京,150-500人,Python程序员,本科,3-5年,全职,8K-15K,2018-01-22,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,
思派,思派（北京）网络科技有限公司,北京,150-500人,python工程师,不限,不限,全职,10k-20k,2018-02-02,2号线_西直门;4号线大兴线_新街口;4号线大兴线_西直门,
北京八维研修学院,北京八维研修学院,北京,2000人以上,Python高级讲师,本科,3-5年,全职,15k-25k,2018-02-03,13号线_上地,
云京,北京云京科技有限公司,北京,15-50人,python后端开发工程师,本科,3-5年,全职,12k-24k,2018-01-24,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里,
陌陌,北京陌陌科技有限公司,北京,500-2000人,Python开发工程师(风控方向),本科,1-3年,全职,18k-36k,2018-02-06,," 岗位晋升 帅哥多 管理规范 技能培训"
智影,北京源石智影科技有限公司,北京,50-150人,python后台开发工程师（分布式计算开发）,本科,5-10年,全职,20k-40k,2018-02-05,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸," 专项奖金 股票期权 绩效奖金 年终分红"
京东商城,郑州蜜淘电子商务有限公司,北京,2000人以上,Python工程师,本科,1-3年,全职,20k-40k,2018-02-01,亦庄线_荣昌东街;亦庄线_同济南路," 年底双薪 免费班车 带薪年假 绩效奖金"
饿了么,拉扎斯网络科技（上海）有限公司,北京,2000人以上,高级python开发（微服务中间件）,本科,1-3年,全职,15k-30k,2018-02-11,14号线东段_阜通;14号线东段_望京南," 节日礼物 绩效奖金 年度旅游 岗位晋升"
大公集团,大公国际信用评级集团有限公司,北京,500-2000人,Python 开发工程师,本科,1-3年,全职,10k-15k,2018-02-07,10号线_三元桥;10号线_亮马桥;机场线_三元桥," 技能培训 带薪年假 岗位晋升 五险一金"
程创科技,程创（北京）科技有限公司,北京,少于15人,Python,本科,1-3年,全职,15k-20k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 股票期权 带薪年假 午餐补助 弹性工作"
东方联盟,北京东方联盟科技有限公司,北京,15-50人,Python 后端开发工程师,本科,3-5年,全职,20k-40k,2018-01-23,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄,
北京超维世纪科技有限公司,北京超维世纪科技有限公司,北京,15-50人,python开发工程师,本科,1-3年,全职,8k-15k,2018-01-26,4号线大兴线_西红门," 绩效奖金 领导好"
大地云游,北京大地云游科技有限公司,北京,150-500人,Python工程师,本科,1年以下,全职,8k-12k,2018-01-21,," 年底双薪 专项奖金 股票期权 带薪年假"
犀牛科技,北京犀牛瀚海科技有限责任公司,北京,15-50人,Python,本科,不限,全职,25K-50K,2018-02-06,10号线_潘家园;14号线东段_北工大西门," 年底双薪 股票期权 年终分红 带薪年假"
十二栋文化,北京十二栋文化传播有限公司,北京,50-150人,Python后端工程师,本科,3-5年,全职,15k-30k,2018-02-05,14号线东段_望京;14号线东段_阜通;14号线东段_望京南;15号线_望京东;15号线_望京," 弹性工作 领导好 扁平管理"
盖娅互娱,北京盖娅互娱网络科技股份有限公司,北京,500-2000人,游戏服务器(Python)开发工程师,本科,1-3年,全职,10k-20k,2018-02-12,14号线东段_望京;15号线_望京东;15号线_望京," 史上最牛团队 五险一金 超豪华办公室 弹性工作"
阿里云,阿里云计算有限公司,北京,2000人以上,基础平台开发工程师C/Go/Python/Java,本科,不限,全职,20k-40k,2018-02-08,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸," 年底双薪 带薪年假 帅哥多 定期体检"
北京八维研修学院,北京八维研修学院,北京,2000人以上,Python项目经理,本科,3-5年,全职,15k-25k,2018-02-02,13号线_西二旗;昌平线_西二旗,
好未来,北京世纪好未来教育科技有限公司,北京,2000人以上,Python后端架构师,本科,5-10年,全职,35k-70k,2018-02-08,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 上市公司 领军企业 五险一金 住福计划"
钛媒体,北京灵动新程信息科技有限公司,北京,50-150人,Python工程师,大专,1-3年,全职,8k-15k,2018-01-29,1号线_国贸;6号线_金台路;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸;14号线东段_金台路," 专项奖金 绩效奖金 弹性工作 扁平管理"
UnitedStack,UNITEDSTACK（北京）科技有限公司,北京,50-150人,Python开发工程师,本科,不限,全职,15k-25k,2018-02-02,13号线_西二旗;昌平线_西二旗," 工程师文化 节日礼物 绩效奖金 岗位晋升"
Camelia山茶花,北京山茶花科技有限公司,北京,15-50人,Python后端工程师,本科,3-5年,全职,20k-30k,2018-01-26,1号线_大望路;1号线_四惠;6号线_金台路;14号线东段_金台路;14号线东段_大望路," 节日礼物 年底双薪 专项奖金 股票期权"
骑士联盟,骑士联盟（北京）信息服务有限公司,北京,15-50人,Python后端工程师,本科,3-5年,全职,20k-35k,2018-02-09,14号线东段_阜通;14号线东段_望京南," """""
微笑科技,北京微笑科技有限公司,北京,15-50人,Python 游戏服务端开发,本科,1-3年,全职,20k-25k,2018-02-11,15号线_六道口;15号线_清华东路西口," 股票期权 扁平管理 五险一金 男帅女美"
嗨钱科技,北京嗨钱科技有限公司,北京,15-50人,python工程师,大专,1-3年,全职,8k-10k,2018-02-08,1号线_国贸;1号线_大望路;10号线_国贸;14号线东段_大望路,
行数通,北京行数通科技有限公司,北京,少于15人,Python算法工程师,本科,1-3年,全职,15k-30k,2018-01-25,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 股票期权 午餐补助 交通补助 通讯津贴"
创新工场AI工程院,创新工场（北京）企业管理股份有限公司,北京,50-150人,全栈工程师（Python）,本科,3-5年,全职,25k-40k,2018-02-05,," 绩效奖金 带薪年假 通讯津贴 年终分红"
区块科技,北京区块科技有限公司,北京,15-50人,高级后端工程师 （python/Django方向),不限,3-5年,全职,15k-30k,2018-02-12,4号线大兴线_海淀黄庄;4号线大兴线_中关村;10号线_海淀黄庄;10号线_知春里;10号线_知春路;13号线_知春路;13号线_五道口," 区块链 绩效奖金 年终分红 带薪年假"
CC视频,创盛视联数码科技（北京）有限公司,北京,150-500人,Python研发工程师,本科,不限,全职,15k-30k,2018-01-30,10号线_西土城;15号线_六道口," 年底双薪 节日礼物 技能培训 年度旅游"
数据堂,数据堂（北京）科技股份有限公司,北京,150-500人,python工程师,本科,1-3年,全职,8k-10k,2018-02-05,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄;10号线_知春里," 股票期权 福利完善 扁平管理 丰厚奖金"
FIS,北京金城达林医疗科技有限责任公司,北京,15-50人,python开发工程师,本科,1-3年,全职,8k-12k,2018-01-29,4号线大兴线_枣园;4号线大兴线_高米店南;4号线大兴线_高米店北," 年底双薪 绩效奖金 带薪年假 午餐补助"
mioto喵图,北京东方畅享科技有限公司,北京,15-50人,高级后台开发工程师（Python）,本科,3-5年,全职,30k-50k,1天前发布,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 年底双薪 股票期权 绩效奖金 年终分红"
UCloud,上海优刻得信息科技有限公司,北京,500-2000人,UMCloud-Python后端工程师（北京）,本科,1-3年,全职,10k-20k,2018-02-13,4号线大兴线_海淀黄庄;4号线大兴线_中关村;4号线大兴线_北京大学东门;10号线_苏州街;10号线_海淀黄庄," 节日礼物 技能培训 股权激励计划 代码改变世界"
青橙科技,北京青橙信息技术有限公司,北京,50-150人,Python后端工程师,本科,1-3年,全职,15k-25k,2018-02-08,14号线东段_望京南," 年底双薪 股票期权 带薪年假 年度旅游"
